Number	Cell	Slice	Date	Sample	Mouse	Mouse date of birth	Mouse age	Targeted layer	Cre	Number of genes detected	RNA family	RNA type	RNA type confidence	RNA type top-3	ALM/VISp top-3	Length (bp)	Yield (pg/µl)	User	Hold Time (min)	Soma depth (µm)	Soma depth (4x)	Cortical thickness (4x)	Cortical thickness (µm)	Traced	Exclusion reasons
809	20190425_sample_14	20190425_slice_14	2019-04-25	Sample 14	mouse_XRMEW	2019-02-19	65	6	PV-	3962	CT	L6b Col6a1	0.39	L6b Col6a1 (38.9%), L6 CT Cpa6 (34.7%), L6 CT Pou3f2 (20.6%)	L6 CT ALM Cpa6 (97.0%)	1664	126.03	Fede	10	1229	445.2	483	1333.08		
810	20190425_sample_16	20190425_slice_16	2019-04-25	Sample 16	mouse_XRMEW	2019-02-19	65	6	PV-	7896	IT	L6 IT_2	0.78	L6 IT_2 (78.1%), L6 IT_1 (20.6%)	L6 IT VISp Penk Fst (63.0%), L6 IT VISp Penk Col27a1 (31.0%), L6 IT ALM Oprk1 (3.0%)	2390	251.53	Fede	10	1217.6	434	535.4	1477.704	y	
811	20190429_sample_1	20190429_slice_1	2019-04-29	Sample 1	mouse_XAVAR	2019-02-26	62	6	PV+	8599	Pvalb	Pvalb Reln	0.68	Pvalb Reln (67.7%), Pvalb Il1rapl2 (26.9%), Pvalb Kank4 (2.4%)	Pvalb Reln Itm2a (77.0%), Pvalb Tpbg (15.0%), Pvalb Reln Tac1 (8.0%)	2085	280.59	Fede	56	834.4	293.5	515.3	1422.228	y	
812	20190429_sample_4	20190429_slice_4	2019-04-29	Sample 4	mouse_XAVAR	2019-02-26	62	6	PV+	9820	Pvalb	Pvalb Calb1_2	0.44	Pvalb Calb1_2 (44.0%), Pvalb Reln (41.6%), Pvalb Kank4 (14.0%)	Pvalb Reln Tac1 (72.0%), Pvalb Reln Itm2a (20.0%), Pvalb Sema3e Kank4 (8.0%)	2173	396.77	Fede	21	1168.3	427.7	531.3	1466.388	y	
813	20190429_sample_5	20190429_slice_5	2019-04-29	Sample 5	mouse_XAVAR	2019-02-26	62	6	PV+	7757	Pvalb	Pvalb Kank4	0.8	Pvalb Kank4 (79.6%), Pvalb Calb1_2 (10.9%), Pvalb Reln (6.3%)	Pvalb Sema3e Kank4 (92.0%), Pvalb Akr1c18 Ntf3 (7.0%)	1996	303.9	Fede	35	1287.8	461.3	559.7	1544.772	y	
814	20190429_sample_6	20190429_slice_6	2019-04-29	Sample 6	mouse_XAVAR	2019-02-26	62	6	PV+	4311	Pvalb	Pvalb Gpr149	0.87	Pvalb Gpr149 (86.7%), Pvalb Kank4 (9.6%)	Pvalb Gpr149 Islr (100.0%)	1552	83.6	Fede	40	1357.9	496.4	656	1810.56		
815	20190429_sample_7	20190429_slice_7	2019-04-29	Sample 7	mouse_XAVAR	2019-02-26	62	6	PV-	7158	CT	L6 CT Cpa6	0.88	L6 CT Cpa6 (87.6%), L6 CT Grp (10.3%)	L6 CT VISp Ctxn3 Brinp3 (74.0%), L6 CT ALM Cpa6 (23.0%)	1934	202.97	Fede	12	1632.6	593.9	638.5	1762.26	y	
816	20190430_sample_1	20190430_slice_1	2019-04-30	Sample 1	mouse_OQKUZ	2019-02-24	65	2/3	VIP+	10705	Vip	Vip Mybpc1_3	0.95	Vip Mybpc1_3 (94.6%), Vip Chat_1 (3.1%)	Vip Lect1 Oxtr (100.0%)	1887	663.19	Fede	25	267.8	95.3	511.4	1411.464	y	
817	20190430_sample_3	20190430_slice_3	2019-04-30	Sample 3	mouse_OQKUZ	2019-02-24	65	2/3	VIP+	6193	Vip	Vip Mybpc1_2	0.92	Vip Mybpc1_2 (92.1%), Vip Mybpc1_3 (3.7%)	Vip Crispld2 Htr2c (79.0%), Vip Rspo1 Itga4 (19.0%)	1550	308.55	Fede	30	217.7	77.7	678.7	1873.212	y	
818	20190430_sample_4	20190430_slice_4	2019-04-30	Sample 4	mouse_OQKUZ	2019-02-24	65	2/3	VIP+	9295	Sncg	Sncg Col14a1	0.56	Sncg Col14a1 (56.3%), Vip Sncg (42.7%)	Sncg Vip Itih5 (100.0%)	2027	376.77	Fede	25	149.2	49.9	476.3	1314.588		
819	20190430_sample_5	20190430_slice_5	2019-04-30	Sample 5	mouse_OQKUZ	2019-02-24	65	2/3	VIP+	7841	Vip	Vip Sncg	0.83	Vip Sncg (82.7%), Vip Htr1f (13.0%)	Vip Col15a1 Pde1a (97.0%)	1787	291.67	Fede	27	219.1	80.9	561	1548.36		
820	20190430_sample_6	20190430_slice_6	2019-04-30	Sample 6	mouse_OQKUZ	2019-02-24	65	2/3	VIP+	6730	Vip	Vip Mybpc1_1	0.96	Vip Mybpc1_1 (95.7%)	Vip Lmo1 Myl1 (100.0%)	1593	266.55	Fede	25	366	132.5	523.5	1444.86	y	
821	20190430_sample_7	20190430_slice_7	2019-04-30	Sample 7	mouse_OQKUZ	2019-02-24	65	2/3	VIP-	7338	IT	L4/5 IT_1	0.78	L4/5 IT_1 (78.1%), L2/3 IT_3 (10.9%), L4/5 IT_2 (9.9%)	L4 IT VISp Rspo1 (64.0%), L5 IT ALM Pld5 (36.0%)	1865	291.3	Fede	20	440.4	159.9	659.4	1819.944	y	
822	20190430_sample_8	20190430_slice_8	2019-04-30	Sample 8	mouse_OQKUZ	2019-02-24	65	2/3	VIP-	7262	Vip	Vip Serpinf1_3	0.81	Vip Serpinf1_3 (81.1%), Lamp5 Pax6 (6.0%), Vip Serpinf1_2 (5.9%)	Serpinf1 Aqp5 Vip (93.0%), Serpinf1 Clrn1 (6.0%)	1504	213.78	Fede	28	305.1	113.8	548.9	1514.964		
823	20190430_sample_9	20190430_slice_9	2019-04-30	Sample 9	mouse_OQKUZ	2019-02-24	65	2/3	VIP-	10061	IT	L2/3 IT_3	0.88	L2/3 IT_3 (88.1%), L4/5 IT_2 (6.6%), L5 PT_2 (4.1%)	L2/3 IT VISp Agmat (92.0%), L2/3 IT ALM Macc1 Lrg1 (7.0%)	1951	501.59	Fede	15	263.3	94.7	592.3	1634.748	y	
824	20190430_sample_10	20190430_slice_10	2019-04-30	Sample 10	mouse_OQKUZ	2019-02-24	65	2/3	VIP-	8063	IT	L4/5 IT_1	0.54	L4/5 IT_1 (53.9%), L4/5 IT_2 (46.0%)	L4 IT VISp Rspo1 (82.0%), L5 IT ALM Pld5 (16.0%)	1773	433.08	Fede	22	319.2	113.7	706.5	1949.94		
825	20190501_sample_1	20190501_slice_1	2019-05-01	Sample 1	mouse_YVQMA	2019-02-24	66	2/3	VIP+	8375	Vip	Vip Mybpc1_2	1	Vip Mybpc1_2 (99.9%)	Vip Crispld2 Kcne4 (51.0%), Vip Crispld2 Htr2c (49.0%)	2020	335.41	Fede	20	156.4	58.8	495.8	1368.408	y	
826	20190501_sample_3	20190501_slice_3	2019-05-01	Sample 3	mouse_YVQMA	2019-02-24	66	2/3	VIP+	5118	Vip	Vip Mybpc1_2	0.77	Vip Mybpc1_2 (76.9%), Vip Mybpc1_3 (11.6%), Vip C1ql1 (7.0%)	Vip Crispld2 Htr2c (79.0%), Vip Lect1 Oxtr (7.0%), Vip Rspo1 Itga4 (7.0%)	1873	153.42	Fede	49	231.6	82.9	520	1435.2	y	
827	20190501_sample_4	20190501_slice_4	2019-05-01	Sample 4	mouse_YVQMA	2019-02-24	66	2/3	VIP+	7150	Vip	Vip Mybpc1_2	0.79	Vip Mybpc1_2 (78.7%), Vip Sncg (16.1%), Vip Htr1f (3.0%)	Vip Crispld2 Htr2c (81.0%), Vip Pygm C1ql1 (6.0%), Vip Crispld2 Kcne4 (4.0%)	1754	147.86	Fede	20	368	129.6	598	1650.48		
828	20190501_sample_5	20190501_slice_5	2019-05-01	Sample 5	mouse_YVQMA	2019-02-24	66	6	VIP-	7252	CT	L6 CT Pou3f2	0.77	L6 CT Pou3f2 (77.4%), L6 CT Cpa6 (21.1%)	L6 CT ALM Nxph2 Sla (96.0%)	2037	267.45	Fede	12	1467.7	538.1	606.2	1673.112		
829	20190501_sample_6	20190501_slice_6	2019-05-01	Sample 6	mouse_YVQMA	2019-02-24	66	2/3	VIP+	4035	Vip	Vip Sncg	0.8	Vip Sncg (79.7%), Vip Mybpc1_2 (5.3%), Lamp5 Egln3_1 (5.0%)	Vip Col15a1 Pde1a (84.0%), Sncg Vip Nptx2 (14.0%)	1583	59.57	Fede	20	161.7	59.1	569	1570.44		
830	20190501_sample_7	20190501_slice_7	2019-05-01	Sample 7	mouse_BICAU	2019-01-01	120	6	PV+	10463	Pvalb	Pvalb Kank4	0.92	Pvalb Kank4 (91.7%), Pvalb Calb1_2 (3.7%)	Pvalb Sema3e Kank4 (100.0%)	2110	502.7	Fede	35	1035.7	372.5	483.4	1334.184	y	
831	20190501_sample_8	20190501_slice_8	2019-05-01	Sample 8	mouse_BICAU	2019-01-01	120	2/3	VIP+	5884	Vip	Vip Mybpc1_1	0.85	Vip Mybpc1_1 (85.4%), Vip Mybpc1_2 (14.0%)	Vip Lmo1 Myl1 (94.0%), Vip Crispld2 Kcne4 (5.0%)	1854	249.62	Fede	20	560	202	559.7	1544.772		
832	20190501_sample_9	20190501_slice_9	2019-05-01	Sample 9	mouse_BICAU	2019-01-01	120	6	PV+	11452	Pvalb	Pvalb Calb1_2	0.54	Pvalb Calb1_2 (54.3%), Pvalb Calb1_1 (45.6%)	Pvalb Calb1 Sst (100.0%)	1964	723.9	Fede	40	1349.3	459.1	566.4	1563.264		
833	20190501_sample_11	20190501_slice_11	2019-05-01	Sample 11	mouse_BICAU	2019-01-01	120	6	PV+	8940	Pvalb	Pvalb Il1rapl2	0.89	Pvalb Il1rapl2 (89.3%), Pvalb Calb1_2 (4.0%), Pvalb Reln (3.3%)	Pvalb Tpbg (100.0%)	1851	344.01	Fede	30	1307.1	455.3	587.3	1620.948		
834	20190501_sample_12	20190501_slice_12	2019-05-01	Sample 12	mouse_BICAU	2019-01-01	120	6	PV-	10257	IT	L5 IT_4	0.62	L5 IT_4 (61.7%), L6 IT_1 (24.9%), L6 IT_2 (7.0%)	L5 IT VISp Col27a1 (85.0%), L6 IT VISp Penk Col27a1 (12.0%)	2322	304.45	Fede	12	1181.5	432.2	574	1584.24	y	
835	20190501_sample_14	20190501_slice_14	2019-05-01	Sample 14	mouse_BICAU	2019-01-01	120	6	PV+	8680	Pvalb	Pvalb Gabrg1	1	Pvalb Gabrg1 (100.0%)	Pvalb Gabrg1 (100.0%)	1889	324.03	Fede	40	1302.5	450.1	605.9	1672.284		
836	20190503_sample_1	20190503_slice_1	2019-05-03	Sample 1	mouse_PWFQE	2019-01-11	112	2/3	VIP+	6170	Vip	Vip Chat_2	0.66	Vip Chat_2 (66.1%), Vip Mybpc1_3 (27.7%), Vip Mybpc1_2 (6.0%)	Vip Rspo1 Itga4 (100.0%)	1769	222.75	Fede	20	136.7	50.9	531	1465.56	y	
837	20190503_sample_3	20190503_slice_3	2019-05-03	sample 3	mouse_PWFQE	2019-01-11	112	2/3	VIP+	5539	Vip	Vip Mybpc1_3	0.81	Vip Mybpc1_3 (81.0%), Vip Chat_2 (6.7%), Vip Mybpc1_1 (4.4%)	Vip Lect1 Oxtr (96.0%)	1592	171.93	Fede	23	180	59.7	466.2	1286.712	y	
838	20190506_sample_1	20190506_slice_1	2019-05-06	Sample 1	mouse_EFCUW	2018-11-25	162	2/3	VIP+	4868	Vip	Vip Mybpc1_2	0.99	Vip Mybpc1_2 (99.3%)	Vip Crispld2 Htr2c (56.0%), Vip Crispld2 Kcne4 (44.0%)	1667	87.01	Fede	20	220.4	79.5	468.1	1291.956	y	
839	20190506_sample_2	20190506_slice_2	2019-05-06	Sample 2	mouse_EFCUW	2018-11-25	162	2/3	VIP+	9673	Vip	Vip Mybpc1_1	0.64	Vip Mybpc1_1 (64.3%), Vip Mybpc1_2 (21.3%), Vip Chat_1 (7.6%)	Vip Lmo1 Myl1 (100.0%)	2031	343.31	Fede	30	140.8	49	447.3	1234.548	no axon	
840	20190506_sample_3	20190506_slice_3	2019-05-06	Sample 3	mouse_EFCUW	2018-11-25	162	2/3	VIP+	6542	Vip	Vip Mybpc1_2	0.99	Vip Mybpc1_2 (99.0%)	Vip Crispld2 Kcne4 (99.0%)	1616	239.43	Fede	30	265.7	92.9	500.6	1381.656		
841	20190506_sample_4	20190506_slice_4	2019-05-06	Sample 4	mouse_EFCUW	2018-11-25	162	6	VIP-	5112	CT	L6 CT Pou3f2	0.62	L6 CT Pou3f2 (62.1%), L6 CT Cpa6 (13.0%), L6 CT Kit_1 (8.1%)	L6 CT VISp Krt80 Sla (36.0%), L6 CT ALM Cpa6 (32.0%), L6 CT VISp Nxph2 Wls (18.0%)	1579	120.02	Fede	15	1092.6	375.4	439.6	1213.296	y	
842	20190506_sample_5	20190506_slice_5	2019-05-06	Sample 5	mouse_EFCUW	2018-11-25	162	2/3	VIP+	6137	Vip	Vip Sncg	0.99	Vip Sncg (99.1%)	Vip Col15a1 Pde1a (100.0%)	1611	270.02	Fede	29	120.6	41.2	459.1	1267.116	y	
843	20190506_sample_6	20190506_slice_6	2019-05-06	Sample 6	mouse_EFCUW	2018-11-25	162	6	VIP-	7177	CT	L6 CT Cpa6	0.93	L6 CT Cpa6 (93.1%), L6b Col6a1 (5.9%)	L6 CT ALM Cpa6 (51.0%), L6 CT VISp Krt80 Sla (33.0%), L6 CT VISp Ctxn3 Sla (16.0%)	1925	280.89	Fede	10	1172.6	423.2	486.3	1342.188	y	
844	20190506_sample_7	20190506_slice_7	2019-05-06	Sample 7	mouse_EFCUW	2018-11-25	162	2/3	VIP+	6427	Vip	Vip Mybpc1_2	0.46	Vip Mybpc1_2 (45.7%), Vip Mybpc1_3 (30.3%), Vip Mybpc1_1 (22.7%)	Vip Lect1 Oxtr (83.0%), Vip Crispld2 Kcne4 (14.0%)	1506	213.99	Fede	20	299.7	105	506.6	1398.216	y	
845	20190507_sample_2	20190507_slice_2	2019-05-07	Sample 2	mouse_EUEJJ	2019-01-11	116	2/3	VIP+	8068	Vip	Vip Mybpc1_3	0.7	Vip Mybpc1_3 (69.6%), Vip Mybpc1_1 (18.6%), Vip Mybpc1_2 (11.9%)	Vip Lect1 Oxtr (80.0%), Vip Crispld2 Kcne4 (14.0%), Vip Lmo1 Myl1 (6.0%)	1794	435.35	Fede	20	248.1	84.6	458.3	1264.908	y	
846	20190507_sample_3	20190507_slice_3	2019-05-07	Sample 3	mouse_EUEJJ	2019-01-11	116	6	VIP-	7117	CT	L6 CT Cpa6	0.87	L6 CT Cpa6 (87.0%), L6b Col6a1 (13.0%)	L6 CT ALM Cpa6 (82.0%), L6 CT VISp Krt80 Sla (18.0%)	1889	326.65	Fede	12	1154.2	413.1	496.3	1369.788	y	
847	20190507_sample_4	20190507_slice_4	2019-05-07	Sample 4	mouse_EUEJJ	2019-01-11	116	2/3	VIP+	6479	Vip	Vip Sncg	0.81	Vip Sncg (80.6%), Vip Mybpc1_2 (19.1%)	Vip Col15a1 Pde1a (84.0%), Vip Crispld2 Htr2c (15.0%)	1812	229.96	Fede	35	165.8	64.4	553.1	1526.556	y	
848	20190507_sample_5	20190507_slice_5	2019-05-07	Sample 5	mouse_EUEJJ	2019-01-11	116	2/3	VIP+	5249	Vip	Vip Mybpc1_2	0.98	Vip Mybpc1_2 (98.4%)	Vip Crispld2 Htr2c (100.0%)	1860	162.78	Fede	35	293.5	106.8	503.8	1390.488	y	
849	20190507_sample_6	20190507_slice_6	2019-05-07	Sample 6	mouse_EUEJJ	2019-01-11	116	2/3	VIP+	7242	Vip	Vip Mybpc1_2	0.99	Vip Mybpc1_2 (99.3%)	Vip Crispld2 Kcne4 (93.0%), Vip Crispld2 Htr2c (7.0%)	2019	217.36	Fede	20	243.4	90.5	443.8	1224.888		
850	20190508_sample_1	20190508_slice_1	2019-05-08	Sample 1	mouse_SQUNI	2018-12-26	133	1	SST-	5105	Lamp5	Lamp5 Pax6	0.99	Lamp5 Pax6 (98.9%)	Lamp5 Krt73 (95.0%)	1733	212.55	Fede	33	90.1	31.9	500.4	1381.104	y	
851	20190508_sample_2	20190508_slice_2	2019-05-08	Sample 2	mouse_SQUNI	2018-12-26	133	5	SST+	3527	Sst	Sst Etv1	0.59	Sst Etv1 (58.6%), Sst Myh8_1 (19.0%), Sst Pvalb Etv1 (7.3%)	Sst Nr2f2 Necab1 (47.0%), Sst Myh8 Etv1  (25.0%), Sst Tac1 Htr1d (17.0%)	1607	97.89	Fede	40	623.1	225.7	539.9	1490.124	y	
852	20190508_sample_3	20190508_slice_3	2019-05-08	Sample 3	mouse_SQUNI	2018-12-26	133	1	SST-	8105	Lamp5	Lamp5 Slc35d3	0.8	Lamp5 Slc35d3 (80.0%), Lamp5 Pdlim5_2 (16.4%)	Lamp5 Lsp1 (81.0%), Lamp5 Krt73 (19.0%)	1597	336.96	Fede	33	76.5	29.7	497.9	1374.204	y	
853	20190508_sample_4	20190508_slice_4	2019-05-08	Sample 4	mouse_SQUNI	2018-12-26	133	6	SST+	8145	Sst	Sst Penk	0.96	Sst Penk (96.0%)	Sst Myh8 Fibin (100.0%)	2219	113.08	Fede	33	1220.9	436.6	516.2	1424.712	y	
854	20190508_sample_5	20190508_slice_5	2019-05-08	Sample 5	mouse_SQUNI	2018-12-26	133	6	SST-	2255	low quality					1584	65.5	Fede	18	1342	489.5	545	1504.2		
855	20190508_sample_6	20190508_slice_6	2019-05-08	Sample 6	mouse_SQUNI	2018-12-26	133	6	SST+	8345	Pvalb	Pvalb Egfem1	0.7	Pvalb Egfem1 (69.9%), Pvalb Kank4 (17.7%), Pvalb Calb1_1 (11.0%)	Pvalb Akr1c18 Ntf3 (87.0%), Pvalb Th Sst (13.0%)	1817	264.34	Fede	34	1332.5	478.6	534.8	1476.048		
856	20190508_sample_7	20190508_slice_7	2019-05-08	Sample 7	mouse_SQUNI	2018-12-26	133	6	SST+	7944	Sst	Sst Th_3	0.91	Sst Th_3 (90.7%), Sst Th_1 (7.4%)	Sst Nts (100.0%)	1751	245.56	Fede	35	1439.8	511.5	616.5	1701.54	y	
857	20190509_sample_2	20190509_slice_2	2019-05-09	Sample 2	mouse_NASMM	2019-02-24	74	2/3	VIP+	6522	Vip	Vip Sncg	0.77	Vip Sncg (76.6%), Sncg Col14a1 (13.7%), Sncg Npy2r (9.6%)	Vip Col15a1 Pde1a (72.0%), Sncg Vip Nptx2 (15.0%), Sncg Vip Itih5 (13.0%)	1615	170.62	Fede	32	175	63.2	598.5	1651.86	y	
858	20190509_sample_3	20190509_slice_3	2019-05-09	Sample 3	mouse_NASMM	2019-02-24	74	1	VIP-	5646	Lamp5	Lamp5 Pdlim5_2	0.38	Lamp5 Pdlim5_2 (37.9%), Lamp5 Slc35d3 (19.6%), Lamp5 Egln3_3 (16.6%)	Lamp5 Lsp1 (40.0%), Lamp5 Plch2 Dock5 (34.0%), Lamp5 Ntn1 Npy2r (22.0%)	1506	92.98	Fede	33	70.2	25.6	518.1	1429.956	y	
859	20190509_sample_4	20190509_slice_4	2019-05-09	Sample 4	mouse_NASMM	2019-02-24	74	2/3	VIP+	5450	Vip	Vip Gpc3	0.43	Vip Gpc3 (42.7%), Vip C1ql1 (27.9%), Vip Mybpc1_2 (11.6%)	Vip Igfbp4 Mab21l1 (66.0%), Vip Arhgap36 Hmcn1 (22.0%), Vip Pygm C1ql1 (12.0%)	1636	80.09	Fede	40	825.4	297	484.9	1338.324	y	
860	20190509_sample_5	20190509_slice_5	2019-05-09	Sample 5	mouse_NASMM	2019-02-24	74	1	VIP-	5924	Lamp5	Lamp5 Egln3_2	0.37	Lamp5 Egln3_2 (37.3%), Lamp5 Egln3_3 (18.7%), Lamp5 Pdlim5_2 (17.7%)	Lamp5 Ntn1 Npy2r (89.0%), Lamp5 Plch2 Dock5 (8.0%)	1665	77.69	Fede	30	84.2	28.5	492.9	1360.404	y	
861	20190509_sample_9	20190509_slice_9	2019-05-09	Sample 9	mouse_DAQHB	2019-02-24	74	5	VIP+	5055	Vip	Vip Chat_1	0.41	Vip Chat_1 (40.7%), Vip Mybpc1_1 (13.4%), Vip Chat_2 (10.4%)	Vip Ptprt Pkp2 (97.0%)	1551	93	Fede	40	551.2	197.3	460.7	1271.532		
862	20190513_sample_1	20190513_slice_1	2019-05-13	Sample 1	mouse_HGZZB	2019-02-24	78	1	VIP-	7597	Lamp5	Lamp5 Egln3_1	0.85	Lamp5 Egln3_1 (85.3%), Lamp5 Pax6 (6.1%), Sncg Calb1_1 (4.3%)	Lamp5 Fam19a1 Pax6 (98.0%)	1973	276.82	Fede	32	129.8	46.7	490	1352.4	y	
863	20190513_sample_2	20190513_slice_2	2019-05-13	Sample 2	mouse_HGZZB	2019-02-24	78	2/3	VIP+	8703	Vip	Vip Chat_1	0.76	Vip Chat_1 (76.1%), Vip Gpc3 (13.4%), Vip Chat_2 (4.0%)	Vip Ptprt Pkp2 (99.0%)	1742	312.35	Fede	60	364.1	130.7	580	1600.8	y	
864	20190513_sample_3	20190513_slice_3	2019-05-13	Sample 3	mouse_HGZZB	2019-02-24	78	2/3	VIP+	7072	Vip	Vip Mybpc1_2	0.98	Vip Mybpc1_2 (98.4%)	Vip Crispld2 Htr2c (98.0%)	1662	169.11	Fede	37	200.1	72	478.2	1319.832	y	
865	20190513_sample_4	20190513_slice_4	2019-05-13	Sample 4	mouse_HGZZB	2019-02-24	78	2/3	VIP+	5973	Vip	Vip Mybpc1_2	0.95	Vip Mybpc1_2 (95.3%)	Vip Crispld2 Kcne4 (74.0%), Vip Crispld2 Htr2c (26.0%)	1547	167.77	Fede	40	300.9	103.8	517.5	1428.3	y	
866	20190513_sample_5	20190513_slice_5	2019-05-13	Sample 5	mouse_HGZZB	2019-02-24	78	1	VIP-	7834	Lamp5	Lamp5 Egln3_2	0.39	Lamp5 Egln3_2 (39.4%), Lamp5 Egln3_1 (38.7%), Lamp5 Pax6 (9.4%)	Lamp5 Fam19a1 Pax6 (80.0%), Lamp5 Fam19a1 Tmem182 (13.0%), Lamp5 Ntn1 Npy2r (7.0%)	1738	319.39	Fede	41	123.7	41.3	514.5	1420.02	y	
867	20190514_sample_2	20190514_slice_2	2019-05-14	Sample 2	mouse_VVCRL	2019-03-18	57	6	PV+	10989	Pvalb	Pvalb Kank4	0.55	Pvalb Kank4 (54.6%), Pvalb Egfem1 (40.1%), Pvalb Calb1_2 (3.7%)	Pvalb Akr1c18 Ntf3 (99.0%)	2154	495.04	Fede	47	1219.5	431.5	479.2	1322.592		
868	20190514_sample_4	20190514_slice_4	2019-05-14	Sample 4	mouse_VVCRL	2019-03-18	57	1	PV-	10187	Lamp5	Lamp5 Pdlim5_2	0.94	Lamp5 Pdlim5_2 (94.1%), Lamp5 Pdlim5_1 (5.9%)	Lamp5 Plch2 Dock5 (100.0%)	2026	413.23	Fede	40	46.3	17.6	435.9	1203.084		
869	20190514_sample_7	20190514_slice_7	2019-05-14	Sample 7	mouse_VVCRL	2019-03-18	57	1	PV-	6611	Lamp5	Lamp5 Pax6	0.8	Lamp5 Pax6 (80.1%), Vip Serpinf1_3 (8.1%), Lamp5 Slc35d3 (7.1%)	Lamp5 Krt73 (98.0%)	1684	272.98	Fede	37	100.5	37.6	456.5	1259.94		
870	20190514_sample_8	20190514_slice_8	2019-05-14	Sample 8	mouse_VVCRL	2019-03-18	57	6	PV-	10086	Pvalb	Pvalb Calb1_1	0.37	Pvalb Calb1_1 (36.9%), Pvalb Kank4 (36.4%), Pvalb Egfem1 (16.3%)	Pvalb Akr1c18 Ntf3 (66.0%), Pvalb Th Sst (29.0%)	1796	522.87	Fede	39	1305.6	478.6	543.8	1500.888	y	
871	20190515_sample_1	20190515_slice_1	2019-05-15	Sample 1	mouse_AVLEY	2019-02-24	80	1	VIP-	7023	Lamp5	Lamp5 Pdlim5_2	0.84	Lamp5 Pdlim5_2 (83.6%), Lamp5 Pdlim5_1 (16.3%)	Lamp5 Plch2 Dock5 (100.0%)	1900	189.34	Fede	50	49	17.1	436.9	1205.844		
872	20190515_sample_2	20190515_slice_2	2019-05-15	Sample 2	mouse_AVLEY	2019-02-24	80	2/3	VIP+	4846	Vip	Vip Mybpc1_2	0.58	Vip Mybpc1_2 (57.7%), Vip C1ql1 (11.1%), Vip Htr1f (9.9%)	Vip Pygm C1ql1 (65.0%), Vip Igfbp4 Mab21l1 (27.0%), Vip Igfbp6 Car10 (3.0%)	1536	83.15	Fede	20	128.5	47.2	527.5	1455.9		
873	20190515_sample_3	20190515_slice_3	2019-05-15	Sample 3	mouse_AVLEY	2019-02-24	80	1	VIP-	2632	low quality					1551	63.52	Fede	33	67	24.9	495.6	1367.856		
874	20190515_sample_4	20190515_slice_4	2019-05-15	Sample 4	mouse_AVLEY	2019-02-24	80	2/3	VIP+	2469	Vip	Vip Mybpc1_3	0.76	Vip Mybpc1_3 (75.7%), Vip Chat_2 (12.1%), Vip Mybpc1_2 (4.1%)	Vip Lect1 Oxtr (52.0%), Vip Igfbp4 Mab21l1 (41.0%), Vip Ptprt Pkp2 (5.0%)	1635	131.78	Fede	20	213.1	74.6	476.5	1315.14		
875	20190515_sample_5	20190515_slice_5	2019-05-15	Sample 5	mouse_AVLEY	2019-02-24	80	1	VIP-	5607	Lamp5	Lamp5 Pax6	1	Lamp5 Pax6 (100.0%)	Lamp5 Krt73 (100.0%)	1997	295.12	Fede	37	90.2	32.1	488.9	1349.364		
876	20190515_sample_6	20190515_slice_6	2019-05-15	Sample 6	mouse_AVLEY	2019-02-24	80	2/3	VIP+	3549	Vip	Vip Mybpc1_2	0.99	Vip Mybpc1_2 (99.4%)	Vip Crispld2 Htr2c (95.0%)	1778	79.93	Fede	21	153.1	55.7	530.3	1463.628	y	
877	20190515_sample_7	20190515_slice_7	2019-05-15	Sample 7	mouse_AVLEY	2019-02-24	80	1	VIP-	7394	Lamp5	Lamp5 Egln3_1	1	Lamp5 Egln3_1 (99.6%)	Lamp5 Fam19a1 Pax6 (100.0%)	2042	231.62	Fede	40	71.8	26.3	503	1388.28		
878	20190515_sample_8	20190515_slice_8	2019-05-15	Sample 8	mouse_AVLEY	2019-02-24	80	2/3	VIP+	7623	Vip	Vip Mybpc1_3	0.25	Vip Mybpc1_3 (25.4%), Vip Chat_2 (20.3%), Vip Chat_1 (12.1%)	Microglia Siglech (100.0%)	1736	267.87	Fede	22	247.1	92.4	478	1319.28		
879	20190515_sample_9	20190515_slice_9	2019-05-15	Sample 9	mouse_AVLEY	2019-02-24	80	1	VIP-	7089	Lamp5	Lamp5 Pax6	0.96	Lamp5 Pax6 (96.3%)	Lamp5 Fam19a1 Pax6 (51.0%), Lamp5 Krt73 (49.0%)	2075	239.43	Fede	24	87.2	30.4	508.1	1402.356		
880	20190515_sample_10	20190515_slice_10	2019-05-15	Sample 10	mouse_QPOWO	2019-02-24	80	2/3	VIP+	7454	Vip	Vip Chat_1	0.95	Vip Chat_1 (95.4%)	Vip Ptprt Pkp2 (99.0%)	1791	228.89	Fede	26	498.3	178.4	508.4	1403.184		
881	20190515_sample_11	20190515_slice_11	2019-05-15	Sample 11	mouse_QPOWO	2019-02-24	80	1	VIP-	5747	Lamp5	Lamp5 Egln3_2	0.82	Lamp5 Egln3_2 (82.4%), Lamp5 Egln3_3 (6.4%), Lamp5 Egln3_1 (5.9%)	Lamp5 Fam19a1 Tmem182 (70.0%), Lamp5 Ntn1 Npy2r (18.0%), Lamp5 Fam19a1 Pax6 (10.0%)	1880	121.1	Fede	35	61.7	22.6	548.5	1513.86	y	
